location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,default_profile,bot
0,95,28,83,6,13,854,1,0,13849,10,0,1
255,524,28,4,537,0,432,90,0,103,10,1,1
46,794,98,864,5,62,767,0,0,23022,11,0,1
0,618,28,4937,5,135,992,0,0,1641,10,1,1
0,694,28,307,4,14,328,5,0,2060,10,1,1
0,448,28,242,1,36,1013,20,0,69791,10,0,1
0,0,28,777,4732,0,484,0,0,0,7,1,1
144,738,28,10,0,9,800,0,0,5205,10,0,1
0,681,28,43,0,0,672,0,0,2507,10,0,1
432,321,178,3246,2757,79,118,6466,0,69884,10,1,1
0,164,28,0,0,5,570,183,0,1,11,0,1
61,80,28,107,1,17,486,0,0,16414,10,0,1
114,330,28,299,42,10,915,0,0,26508,10,0,1
193,623,28,17,1903,1,58,311,0,366,10,0,1
0,0,28,22,201,0,300,7,0,8,7,1,1
38,834,31,33,1,6,591,2,0,1029,10,1,1
0,640,191,12415,402,122,611,201,0,5986,10,0,1
341,382,28,99348,3,7,738,4,0,428,10,0,1
424,58,28,27481,1,265,125,4,0,42940,10,1,1
0,540,28,305,29,7,430,3,0,162,10,1,1
209,563,28,98,48,14,271,4,0,2830,10,1,1
383,588,261,514,0,50,947,0,0,7455,10,0,1
95,72,49,495,1,33,158,0,0,4756,10,1,1
5,40,7,275,252,6,2,103,0,755,1,0,1
0,0,369,0,15,0,17,0,0,0,1,1,1
0,812,28,0,33,0,811,56,0,83,10,1,1
0,0,28,3,63,0,757,0,0,1,10,1,1
0,0,28,4,102,0,759,0,0,1,10,1,1
326,472,28,1,367,0,112,29,0,37,10,1,1
0,685,28,337,2,42,1046,12,0,7870,10,1,1
0,92,28,1599,3,3,1050,2,0,18100,11,1,1
0,620,28,26,4,5,909,0,0,3799,10,1,1
0,281,28,10250,10378,194,888,211,0,262067,10,1,1
25,33,24,43869,4786,69,14,125,0,120082,1,0,1
76,363,268,4,28,0,461,0,0,2,10,1,1
0,0,28,2,41,0,303,0,0,1,10,1,1
281,505,28,0,264,0,97,29,0,51,10,1,1
0,239,28,21,0,7,201,1,0,65,10,1,1
366,629,28,483883,0,4614,148,0,0,62634,10,0,1
225,0,197,461,873,0,381,0,0,126,13,1,1
0,0,28,4,32,0,976,0,0,29,10,1,1
0,592,28,0,14,0,763,81,0,95,10,1,1
130,756,28,788,0,7,370,0,0,2358,10,0,1
84,583,28,1,319,0,109,19,0,25,10,1,1
0,0,28,2,101,0,660,2,0,7,10,1,1
68,349,28,15,3,2,232,0,0,401,10,0,1
354,109,290,1645,1893,14,377,6,0,5024,10,0,1
0,220,28,6,0,4,272,0,0,11,11,1,1
0,730,91,337,2,40,827,0,0,28941,10,1,1
407,0,28,67,0,13,589,1,0,144,10,0,1
0,0,144,743,14,163,564,0,0,21164,10,0,1
0,0,28,179,1,10,961,0,0,1149,10,1,1
0,162,183,33,38,8,732,0,0,17,10,1,1
75,329,44,332,242,16,910,2,0,366,10,0,1
0,0,28,61,0,3,397,0,0,81,10,1,1
236,526,28,2,341,0,281,29,0,44,10,1,1
192,280,318,347,147,2,171,169,0,10042,10,1,1
197,478,28,4,24,0,598,1,0,0,10,1,1
0,371,320,113,1,5,742,0,0,776,10,1,1
0,0,28,5,93,0,987,5,0,1,10,1,1
70,49,65,98,45,28,512,38,0,223659,8,1,1
254,0,28,47,65,0,311,0,0,3,10,1,1
250,54,193,49,2,17,657,7,0,323,10,1,1
0,184,28,1,38,0,933,67,0,97,10,1,1
1,13,5,10832,2673,42,3,2413,0,34971,1,0,1
0,413,28,0,26,0,762,21,0,23,10,1,1
390,839,28,168,224,29,1004,432,0,7028,10,0,1
253,383,147,133554,95060,1455,411,1453,0,40763,10,0,1
0,788,28,102,1,5,930,0,0,266,10,1,1
0,0,28,4369,0,48,859,0,0,1542,10,1,1
212,674,208,970,1,73,724,0,0,2023,10,0,1
0,570,28,13,0,2,511,0,0,1947,10,1,1
0,128,122,104938,1064,482,346,11928,1,18504,10,0,1
329,555,28,481,0,78,433,0,0,6391,10,1,1
0,795,67,712,3,32,542,0,0,24996,10,1,1
121,446,28,23,121,0,340,62,0,16,10,1,1
0,0,28,32,1582,0,1053,0,0,4,13,1,1
0,780,28,132,1,10,753,2,0,503,10,0,1
22,12,22,6212,6397,136,43,329,0,206723,1,0,1
0,84,28,2807,1,140,538,3,0,1470,10,1,1
0,372,321,2339,1,138,822,0,0,3625,10,0,1
314,683,139,6645,1,191,850,168,0,8416,10,0,1
155,389,238,2271,3,110,702,0,0,15514,10,0,1
190,566,253,261,0,10,275,6,0,3410,10,1,1
0,792,28,93,1,16,871,0,0,29804,10,1,1
0,0,28,2,31,0,394,159,0,1,10,1,1
0,319,28,38,835,0,1000,0,0,4,10,1,1
54,232,137,5280,6,164,344,9,0,17341,10,0,1
0,0,28,11,205,0,858,22,0,0,10,1,1
0,657,220,111,0,16,924,0,0,1719,10,1,1
303,0,28,5,389,0,699,1,0,0,10,1,1
379,634,28,7,40,4,616,0,0,113,10,1,1
0,702,28,9,0,7,414,0,0,130,10,1,1
282,479,28,5,603,1,456,155,0,166,10,1,1
60,197,312,78,0,11,383,21,0,692,10,0,1
137,345,68,38529,6,940,541,0,0,10857,10,1,1
0,161,105,741,3,19,395,2,0,1125,11,0,1
0,317,28,2,116,0,494,4,0,8,10,1,1
176,87,28,1219,87,72,607,311,0,2200,10,1,1
0,0,28,1,9,0,314,0,0,1,10,1,1
0,420,151,181,1,25,823,0,0,60475,10,0,1
0,823,190,7,0,5,557,0,0,1381,10,0,1
341,267,192,62,1,9,576,1,0,1760,10,1,1
267,193,28,312,2,13,613,21,0,856,10,0,1
0,863,28,274,1728,0,953,11,0,11,10,1,1
0,531,198,154,2,16,138,4,0,658,10,0,1
94,439,240,703,32,1,342,0,0,2755,12,0,1
174,332,28,1553,2038,9,1038,1131,0,31437,10,1,1
138,476,241,51,1832,0,878,79,0,636,15,0,1
220,306,28,0,260,0,212,18,0,19,10,1,1
269,222,28,74,2,5,273,0,0,608,10,0,1
0,628,98,207,8,21,528,0,0,5591,11,0,1
0,0,279,69,4,12,834,1,0,171,10,1,1
0,231,28,52,2,16,210,21,0,7996,16,0,1
0,362,28,69,12,12,985,0,0,175,10,1,1
0,8,369,567,0,2,47,0,0,16733,4,0,1
81,141,323,912,2,17,869,19,0,3528,10,0,1
55,316,325,29,52,5,1030,4,0,58,17,0,1
391,820,98,35,0,8,695,0,0,2050,11,0,1
0,0,28,364,0,22,202,2,0,25220,10,1,1
0,835,205,40,0,9,914,25,0,1868,10,1,1
0,25,20,828,13,18,32,6,0,19596,1,1,1
0,0,295,61,150,0,197,191,0,130,12,1,1
207,155,28,273,0,19,302,0,0,7507,10,1,1
240,336,28,216,1,23,856,0,0,1725,10,1,1
171,352,90,15,159,2,837,0,0,525,10,0,1
0,545,267,342,0,42,872,0,0,22070,10,1,1
143,522,28,60,1,13,973,1,0,9249,10,1,1
83,66,294,447,1,50,514,0,0,21892,10,1,1
363,725,28,9301,1830,41,75,143,0,13454,10,1,1
0,669,28,97,0,21,536,0,0,34097,10,1,1
352,454,96,13049,0,115,167,0,0,260879,10,1,1
0,195,28,152,141,17,880,3,0,2281,10,0,1
0,373,271,501,1,27,627,1,0,2146,10,0,1
0,827,339,6776,4,174,620,287,0,3753,10,1,1
0,249,28,14,0,7,490,0,0,129,10,1,1
95,71,49,1396,2,57,160,0,0,5126,10,1,1
0,122,230,473,5,35,708,0,0,1814,10,0,1
441,0,28,6,124,0,146,2,0,0,10,1,1
78,616,28,5,474,1,141,80,0,81,10,1,1
0,0,28,2,51,0,522,0,0,0,10,1,1
0,322,256,43,1,19,404,0,0,3846,10,0,1
0,338,321,798,1,54,354,0,0,2539,10,0,1
0,565,224,2923,1,52,499,0,0,652,10,0,1
0,42,28,400,287,55,559,1,0,27635,10,0,1
0,137,284,9212,2,235,925,0,0,8996,10,1,1
298,287,28,1,336,0,195,35,0,33,10,1,1
304,101,324,169,18,3,743,3,0,4,10,1,1
356,274,28,86,0,25,623,0,0,22951,10,1,1
203,44,28,4159,5001,120,179,15,0,51,10,1,1
337,720,89,316,1981,28,839,2631,0,42565,10,0,1
0,557,133,70,0,20,774,1,0,16312,10,0,1
0,147,28,66,2,20,596,0,0,5647,10,1,1
239,196,28,79,1,10,750,0,0,3615,10,0,1
359,627,334,52957,710,1709,438,29,0,379275,10,0,1
202,611,28,6,43,0,130,12,0,2,10,1,1
53,361,28,258,2883,3,940,90,0,5401,12,1,1
283,528,28,2,685,4,458,164,0,204,10,1,1
30,836,28,127,1,17,923,0,0,2836,10,1,1
0,0,28,38,69,14,748,446,0,2957,12,1,1
131,577,28,248,231,46,846,56,0,71111,8,1,1
0,82,228,20,0,8,406,0,0,84,10,1,1
0,779,129,1787,1,24,495,0,0,27932,10,1,1
0,251,351,110,0,20,552,0,0,4185,10,1,1
0,648,28,1,32,0,520,66,0,93,10,1,1
400,824,28,602,830,18,731,2,0,93873,10,1,1
227,0,361,2,21,0,238,2,0,1,10,1,1
0,0,28,297,0,10,390,0,0,330,10,1,1
0,762,28,280,310,4,373,14,0,11307,10,1,1
384,240,71,620,2,49,1031,0,0,40633,10,1,1
320,380,28,256,639,11,206,0,0,1250,10,0,1
182,777,28,114,205,6,172,0,0,136271,10,0,1
0,113,196,114,243,6,170,0,0,4385,10,0,1
0,0,28,1536,1894,16,710,2161,0,3545,10,1,1
0,534,28,66,3716,0,617,0,0,0,10,1,1
0,226,28,183,1,16,882,1,0,3511,10,0,1
0,716,28,3,0,1,508,0,0,5236,10,0,1
32,652,69,693,0,37,833,1,0,12910,10,0,1
47,176,28,17289,8538,430,687,0,0,772559,10,0,1
0,369,28,990,7,122,806,2,0,35869,10,1,1
43,286,140,436,1,53,659,0,0,25646,10,0,1
0,676,98,81,39,20,802,0,0,1752,11,0,1
0,471,273,515,1,52,262,0,0,1271,10,1,1
438,45,28,142,24,12,853,33,0,723,10,1,1
0,309,28,0,35,0,1003,38,0,44,10,1,1
154,706,28,12,2004,0,60,276,0,333,10,0,1
65,187,341,491,4970,1,188,187,0,118,10,1,1
161,568,28,56,1,13,1023,1,0,7118,10,0,1
0,0,28,0,99,0,744,0,0,0,10,1,1
348,655,28,15,1,5,884,0,0,170,10,1,1
344,351,61,90,3,11,601,2,0,6585,10,0,1
254,0,28,6,157,0,247,11,0,0,10,1,1
0,682,332,4,30,0,250,1,0,3,10,0,1
12,18,3,41381,42166,181,23,0,0,1617,1,0,1
0,699,28,63,1,15,443,0,0,2078,10,0,1
0,0,28,0,28,0,1011,0,0,0,10,0,1
0,780,28,175,1,48,1001,1,0,13142,10,0,1
206,486,28,0,353,0,254,25,0,67,10,1,1
165,432,296,5558,6032,16,427,115,0,1877,10,1,1
440,502,355,500,726,10,419,17962,0,22712,10,0,1
0,0,28,6,662,0,405,156,0,211,10,1,1
0,590,329,56836,1,690,85,3,0,6863363,10,1,1
42,459,59,27004,21,830,639,158,0,3979,10,0,1
0,123,28,352,0,47,686,0,0,11068,10,1,1
58,294,98,735,1,19,673,0,0,45914,11,0,1
117,126,172,43721,165,681,425,0,0,938563,10,0,1
35,337,164,7203,1,354,956,3,0,3235,10,1,1
0,0,28,1,29,0,315,0,0,1,21,1,1
306,129,28,7,644,1,448,156,0,214,10,1,1
0,760,28,231,2,172,900,72,0,17500,10,1,1
0,821,202,2003,0,167,942,54,0,39446,10,0,1
0,134,28,347,4,53,830,39,0,42526,10,1,1
305,0,28,10,100,1,224,0,0,1,10,1,1
274,521,349,87216,15228,402,137,768,1,717,10,0,1
0,646,142,59,0,13,881,0,0,1343,10,1,1
0,887,28,3437,2,106,841,0,0,4356,16,1,1
0,458,28,760,1,45,121,31,0,4193,10,1,1
29,493,145,136,2,14,707,0,0,5684,10,0,1
0,53,28,27,326,0,666,7,0,472,10,1,1
293,520,28,5,662,1,483,169,0,208,10,1,1
79,171,28,5,187,0,192,6,0,1,10,1,1
218,637,28,0,292,0,98,31,0,31,10,1,1
200,401,28,0,260,0,100,17,0,15,10,1,1
0,156,28,84,14,3,129,0,0,238,10,0,1
358,860,28,16,1,8,935,0,0,3222,10,0,1
270,816,28,11,2,7,1024,0,0,5464,10,0,1
0,172,28,64,0,26,1025,0,0,3947,10,1,1
0,718,28,20,96,0,866,374,0,1,10,1,1
99,770,28,10,728,0,57,133,0,174,10,0,1
0,0,28,1,3,0,369,0,0,1,10,1,1
275,469,310,25,95,4,805,0,0,2722,10,0,1
0,0,28,0,39,0,793,0,0,0,10,1,1
136,537,28,33,2272,0,51,287,0,362,10,0,1
135,104,170,7230,947,1019,848,162,0,75122,10,0,1
0,121,28,1692,1,141,324,0,0,1575,10,1,1
292,416,28,4,704,1,417,168,0,198,10,1,1
0,814,28,67,242,7,690,45,0,470,10,0,1
338,675,28,1444,17,192,747,0,0,54742,10,1,1
430,767,345,40,0,18,870,0,0,5052,10,0,1
296,145,28,2,337,0,256,21,0,25,10,1,1
0,509,28,1307,1,61,966,0,0,2285,10,1,1
0,806,28,159,474,1,698,174,0,562,10,1,1
0,597,255,50,0,13,951,0,0,1462,10,1,1
0,273,238,129,1,23,588,0,0,2341,10,1,1
0,212,336,216,12,13,198,0,0,2535,10,0,1
157,69,28,2,287,0,211,12,0,17,10,1,1
211,749,28,0,276,0,96,16,0,42,10,1,1
72,0,28,7,33,0,217,0,0,3,10,1,1
0,549,299,475,0,27,278,0,0,17299,10,1,1
0,818,28,0,7,0,463,3,0,1,10,1,1
128,684,212,8372,4,23,413,0,0,2455,10,0,1
59,621,28,21,1921,1,65,260,0,322,10,0,1
0,47,28,366,0,59,451,0,0,19686,10,1,1
264,504,357,2101,1693,241,358,16017,0,2175,10,0,1
421,848,162,12090,12774,213,387,0,0,49305,10,0,1
0,451,28,10,0,8,355,0,0,289,10,0,1
0,177,73,3621,250,33,852,0,0,5479,10,1,1
0,0,28,10,164,0,676,64,0,66,7,1,1
0,20,369,26040,729,235,30,0,0,87219,4,1,1
0,260,275,8,0,9,200,0,0,764,10,0,1
166,119,55,62,4,26,670,19,0,23134,10,0,1
36,876,231,1802,1,124,139,5,0,5034,10,0,1
0,116,28,1609,0,60,320,0,0,1670,16,1,1
239,0,28,0,111,0,113,2,0,1,10,1,1
0,0,86,3,0,4,957,0,0,1208,10,1,1
44,405,28,60674,1,688,144,1605,0,12130,10,0,1
0,735,28,0,44,0,842,45,0,69,10,1,1
0,744,28,2838,6,97,1028,0,0,11889,10,1,1
18,39,27,1811,15,262,0,20,0,29998,1,0,1
19,27,13,1157,0,11,12,2,0,54289,1,1,1
0,391,347,4391,0,113,1045,4,0,8732,11,1,1
222,615,28,8,766,1,229,142,0,208,10,0,1
0,0,28,49,277,1,306,0,0,7,10,1,1
9,31,17,1727,46,47,28,193,0,28918,1,1,1
0,354,28,0,25,0,602,62,0,86,10,1,1
0,776,28,1,41,1,812,80,0,126,10,1,1
375,97,344,50196,48860,5850,337,112382,0,81267,10,1,1
0,771,345,314,0,50,898,0,0,2978,10,0,1
0,0,28,5,73,0,597,1,0,0,10,1,1
0,793,28,660,3,37,507,5,0,4529,10,1,1
0,0,28,0,39,0,783,0,0,0,10,1,1
0,838,28,64,0,13,535,0,0,180,10,0,1
0,510,28,185,1,14,518,0,0,573,10,1,1
0,65,333,3,201,0,313,1,0,1,10,1,1
0,358,28,571,6,13,887,11,0,72830,10,1,1
0,0,28,0,21,0,784,0,0,0,10,1,1
178,825,186,33,1,10,877,0,0,4032,10,0,1
263,189,28,0,327,0,175,26,0,31,10,1,1
273,125,28,11,820,0,231,157,0,587,10,0,1
345,560,28,1087,1,40,814,0,0,1947,10,1,1
291,415,28,1,328,0,176,27,0,26,10,1,1
374,650,28,26,1949,2,64,300,0,386,10,0,1
28,29,0,29879,108,88,20,1589,0,50659,1,0,1
327,624,28,1,496,0,136,95,0,108,10,1,1
0,170,28,206,2,16,694,8,0,18817,8,0,1
3,36,6,1323,1538,18,41,186,0,912,2,0,1
141,658,28,546,96,16,155,12,0,2639,11,1,1
4,16,18,1120,1168,5,38,1459,0,1556,1,0,1
133,527,249,7812,5,263,132,0,0,4464,10,0,1
0,224,28,1040,0,61,656,1,0,2633,10,1,1
90,717,28,0,256,0,95,13,0,11,10,1,1
0,888,28,0,28,0,847,103,0,145,10,1,1
0,230,276,8,0,8,906,0,0,2115,8,1,1
0,573,28,0,25,0,971,60,0,69,10,1,1
0,289,28,60,258,0,677,93,0,93,10,1,1
178,388,28,82,83,9,682,3,0,653,10,0,1
0,0,28,12,2,15,469,0,0,7086,10,1,1
0,0,28,62,973,0,600,10890,0,1,10,1,1
0,500,238,1047,1,60,773,0,0,3661,10,1,1
0,300,98,85,1,14,534,0,0,24631,11,0,1
191,480,28,23,1863,1,77,271,0,374,10,0,1
343,368,176,320,4,33,958,13,0,5570,10,1,1
27,19,4,27264,3516,383,24,5,0,508835,4,0,1
331,308,28,16,1859,0,61,262,0,336,10,0,1
0,554,28,2,41,0,498,68,0,119,10,1,1
386,455,247,4547,2,138,619,137,0,59621,10,1,1
0,862,28,1,38,0,929,74,0,89,10,1,1
0,514,28,31,0,6,717,0,0,975,10,1,1
14,22,8,170,3,2,8,0,0,22899,1,1,1
404,861,193,23,0,14,918,0,0,2584,10,1,1
0,0,28,74,744,1,488,90,0,14,18,1,1
146,394,285,372,2105,14,293,1,0,12,10,0,1
0,704,106,71727,34,778,194,0,0,109163,10,1,1
245,43,28,36,1,10,829,0,0,1025,10,1,1
0,517,74,13,3,4,442,0,0,79,10,1,1
0,778,28,861,2,48,674,0,0,6567,10,1,1
372,153,28,0,337,0,203,20,0,37,10,1,1
82,785,45,98,2,19,770,0,0,3621,10,0,1
80,632,28,8,674,0,479,144,0,176,10,1,1
0,542,160,300,1,12,360,1,0,777,10,0,1
0,103,335,75,48,13,609,0,0,2080,10,0,1
0,263,358,22,1,9,1036,0,0,3868,10,1,1
0,234,28,61,0,25,816,1,0,148294,11,1,1
317,241,64,155,0,29,667,0,0,9286,10,1,1
0,318,154,7872,2,264,301,2,0,72176,10,1,1
406,574,93,656,9,25,1042,36,0,3306,10,1,1
0,426,229,540,2,65,149,0,0,745,10,0,1
0,0,28,8,1,1,1018,0,0,0,10,1,1
0,761,293,183,3,5,902,0,0,31,10,1,1
77,689,28,77,39,13,169,4,0,2828,10,1,1
0,0,28,7,2,5,329,0,0,2296,10,1,1
415,830,28,1533,1714,14,972,0,0,19176,10,0,1
259,114,216,378,4,31,105,1,0,11085,10,1,1
0,758,28,55,0,18,563,0,0,10002,11,0,1
235,775,288,362770,355287,1895,437,9,1,3042,10,1,1
0,344,28,32,17,2,400,3,0,173,10,1,1
0,392,278,7,1,7,713,0,0,246,10,0,1
226,205,28,20,1883,1,54,302,0,374,10,0,1
0,703,28,1104,136,29,268,0,0,483,11,0,1
395,787,28,290,1,20,621,0,0,1196,10,1,1
428,805,345,236,0,37,545,0,0,2821,10,0,1
199,473,28,1,341,0,244,23,0,31,10,1,1
0,427,28,1854,8,2480,835,11,0,127238,10,1,1
0,0,28,35,206,0,436,0,0,4,10,1,1
0,0,28,6,2,2,164,0,0,6609,10,1,1
0,24,20,388,13,9,31,2,0,21390,1,1,1
0,764,28,18,0,7,678,0,0,1262,10,0,1
105,612,28,6,635,0,422,163,0,251,10,1,1
230,721,28,0,350,0,284,23,0,35,10,1,1
0,538,173,74,0,7,911,1,0,9057,13,1,1
0,487,201,7,0,9,907,0,0,2192,8,1,1
0,0,28,2,1,4,735,0,0,63519,10,1,1
183,539,120,1242,4610,26,119,0,0,8743,10,1,1
0,0,28,18,334,0,489,47,0,42,10,1,1
0,247,364,60427,0,320,868,0,0,68521,10,1,1
127,140,28,9,1,5,715,0,0,95,10,0,1
0,0,28,1186,1774,3,712,0,0,85162,13,1,1
0,0,28,17,221,1,843,15,0,444,10,1,1
71,494,28,3,698,0,145,136,0,178,10,1,1
208,630,161,56,1,17,991,0,0,12245,10,1,1
0,284,28,67,0,19,409,0,0,120232,10,1,1
252,603,28,1,509,0,133,75,0,104,10,1,1
0,737,28,142,1,20,901,0,0,3555,10,0,1
363,41,308,3508,4053,3,81,0,0,7252,12,0,1
0,849,52,2235,0,175,845,2,0,23695,10,1,1
0,501,28,0,28,0,934,49,0,90,10,1,1
299,191,28,251,131,36,1014,1,0,362,10,1,1
294,569,136,528,1,33,955,1,0,14915,10,1,1
177,670,266,247,12,24,741,0,0,13551,10,1,1
0,518,174,173,0,7,270,2,0,1188,11,1,1
64,512,28,15,1770,7,59,293,0,444,10,0,1
0,143,28,187,0,16,372,14,0,1577,10,0,1
0,339,320,396,1,30,821,0,0,3631,10,0,1
0,0,28,0,72,0,228,4,0,2,10,1,1
369,163,28,0,259,0,91,21,0,18,10,1,1
0,667,28,50,6,12,493,2,0,2001,10,1,1
239,617,237,2352,5001,79,181,3943,0,32426,10,1,1
0,185,28,17,0,2,339,0,0,170,10,1,1
0,625,274,585,3479,1,117,0,0,212,11,0,1
0,438,28,0,26,0,936,68,0,70,10,1,1
0,0,28,9,213,0,995,2,0,1,10,1,1
0,544,149,343,1,8,746,0,0,5140,10,1,1
30,837,28,10,1,5,950,0,0,13148,10,1,1
96,488,199,300,1,17,441,0,0,4092,10,1,1
304,102,209,7,166,0,263,2,0,15,10,1,1
86,575,28,13681,3306,15866,445,88,0,882734,15,1,1
163,743,28,1,333,0,253,35,0,31,10,1,1
0,236,214,1026,1,74,980,0,0,3456,10,1,1
0,0,28,1075,0,24,389,0,0,703,10,1,1
388,0,43,2048,5,79,764,75,0,25498,16,1,1
0,828,28,35,2,7,818,0,0,4571,10,0,1
0,293,138,107,541,0,754,151,0,650,10,0,1
237,631,305,449,0,9,410,0,0,998,10,1,1
383,489,79,799,1,58,333,0,0,11373,10,0,1
0,407,28,516,14,109,808,133,0,38073,10,1,1
92,402,108,576,39,10,473,21,0,52048,10,0,1
241,664,232,79,195,0,393,23,0,34,10,1,1
0,844,28,0,37,0,502,39,0,63,10,1,1
268,811,28,2,465,0,126,56,0,76,10,1,1
139,742,28,8,660,2,455,127,0,190,10,1,1
164,535,215,211,321,1,308,24,0,26,10,1,1
0,644,28,14,0,7,556,0,0,2653,10,1,1
23,34,16,2832,2,12,4,34,0,34306,1,1,1
355,217,28,2,492,0,431,71,0,79,10,1,1
0,546,28,113,28,15,636,2,0,3053,10,1,1
103,357,28,2,236,0,209,15,0,20,10,1,1
156,81,326,172,69,21,1049,5,0,1065316,10,0,1
29,359,277,150,0,18,875,6,0,326,10,0,1
158,610,28,5,485,0,128,90,0,98,10,1,1
422,278,221,18,1,4,180,0,0,2585,10,0,1
0,291,28,90,0,17,892,1,0,21327,11,1,1
0,325,28,13,0,3,917,0,0,1805,10,0,1
0,750,28,3,28,0,921,60,0,96,10,1,1
0,700,28,159,0,8,446,0,0,904,10,0,1
0,581,28,80,98,8,1009,2,0,375,10,1,1
0,429,210,38194,68,775,938,60,0,1393,10,0,1
434,353,28,110,1,13,777,2,0,6511,10,0,1
0,174,28,56,39,13,214,0,0,247223,17,1,1
313,192,28,1,253,0,89,25,0,26,10,1,1
0,870,28,49,12,7,439,1,0,831,11,0,1
0,0,28,145,0,7,391,0,0,153,10,1,1
0,601,28,566,122,56,374,7,0,33258,10,1,1
0,30,2,1353,76,4,6,1,0,21536,5,0,1
287,248,83,22,0,10,647,0,0,1212,10,1,1
85,350,28,4,668,0,279,125,0,172,10,1,1
0,0,28,4,343,1,223,0,0,1,10,1,1
115,379,28,331,890,1,825,3,0,11,10,0,1
0,0,28,0,2,0,316,0,0,1,10,1,1
0,484,153,281,0,40,813,0,0,1224,10,1,1
6,14,369,407,2,0,21,1,0,32573,1,0,1
63,199,28,6,341,0,286,42,0,73,10,1,1
429,780,28,195,1,14,533,5,0,5949,10,0,1
0,819,28,26,0,9,649,0,0,1317,10,0,1
0,253,28,1727,1030,38,120,117,0,1639,10,0,1
0,450,28,35,3,17,962,0,0,53057,10,1,1
195,503,28,21,2033,1,50,317,0,403,10,0,1
0,292,254,85,1,0,894,0,0,1000,10,1,1
0,801,359,10280,1,270,851,0,0,1592,11,0,1
2,1,19,13091,10734,2490,26,1005,0,53518,1,0,1
417,662,185,2896,2,225,478,15,0,113733,10,1,1
0,440,28,882,231,11,981,3,0,2826,10,1,1
402,108,265,1374,2102,13,524,2,0,114,10,1,1
0,223,115,318,4,44,519,0,0,128811,10,0,1
399,763,28,80,0,21,772,0,0,39803,10,1,1
0,558,92,182,0,27,820,0,0,3322,10,1,1
185,302,28,1,315,0,245,13,0,27,10,1,1
0,475,157,299,0,24,832,0,0,14332,10,1,1
0,347,28,372,0,12,304,0,0,2714,11,1,1
0,252,78,80,0,10,988,1,0,4854,10,1,1
210,264,28,3,314,0,102,34,0,56,10,1,1
285,746,28,2,276,0,208,23,0,23,10,1,1
0,0,28,1084,1368,43,937,0,0,10281,10,1,1
0,707,28,31,1,8,891,0,0,4911,10,0,1
237,732,28,1628,4,7,838,3,0,5155,10,1,1
0,641,28,1510,2126,20,216,0,0,207479,10,0,1
0,10,369,109901,85639,650,36,3550,0,455,1,1,1
251,874,28,197,0,11,730,0,0,199,10,0,1
362,651,28,6465,5916,133,265,0,0,18513,10,0,1
0,0,28,3,114,0,249,2,0,1,10,1,1
364,131,28,88,29,4,367,0,0,178,10,1,1
0,225,366,32,1,9,860,0,0,2290,10,1,1
0,386,28,130,0,0,876,0,0,3190,10,1,1
201,619,28,2,334,0,252,19,0,27,10,1,1
104,229,297,6,3,7,963,0,0,253,10,1,1
0,0,28,276,540,6,205,21524,0,3062,10,1,1
382,182,28,887,0,14,516,20624,0,43512,10,0,1
178,139,28,47,45,10,630,113,0,1752,10,1,1
0,0,28,1,42,0,779,0,0,0,10,1,1
420,875,148,1461,197,134,403,1,0,23533,10,1,1
0,0,28,128,0,6,398,0,0,151,10,1,1
0,608,28,806,4924,1,945,92,0,19,10,1,1
0,0,28,0,14,0,775,0,0,0,10,1,1
0,462,28,41,0,11,681,0,0,300,10,1,1
52,312,28,5418,4307,97,603,1,0,45675,10,0,1
0,403,28,98866,108366,122,380,851,0,868,10,0,1
89,457,28,0,240,0,87,21,0,13,10,1,1
216,0,28,3,156,0,240,0,0,2,10,1,1
0,62,28,904,0,19,874,0,0,1123,10,0,1
364,130,28,35,54,2,366,0,0,114,10,1,1
186,842,28,282,2205,0,241,1,0,3,10,1,1
0,258,28,3588,0,135,932,0,0,18413,10,0,1
112,594,194,132,46,24,69,740,0,7346,10,1,1
0,158,181,3788,4466,41,73,3,0,297198,10,1,1
0,791,28,67,0,17,606,0,0,103,10,1,1
221,385,281,883,1,42,477,0,0,2574,10,1,1
0,50,354,3835,1,77,804,1,0,1432,10,1,1
0,552,28,410,0,29,364,0,0,7709,10,1,1
132,0,28,78,41,0,230,6628,0,4249,10,1,1
0,668,28,235,192,9,345,4,0,7875,10,1,1
151,259,130,530,2,18,334,2,0,298,10,0,1
0,0,28,0,30,0,787,0,0,0,10,1,1
0,175,291,2845,4,62,368,0,0,16272,10,0,1
0,282,35,52,1,10,776,0,0,80,10,1,1
0,0,28,683,0,35,388,0,0,577,10,1,1
0,408,114,173,0,13,584,0,0,6893,10,1,1
0,445,270,83215,12,1789,399,45,0,2063,10,0,1
0,0,28,6,17,0,292,0,0,1,10,1,1
389,307,289,10,2,4,1016,0,0,5775,10,1,1
246,154,28,2,249,0,78,14,0,26,10,1,1
0,0,28,78,0,31,471,0,0,10130,10,1,1
0,183,233,82,0,9,74,0,0,4591,10,0,1
0,550,28,87,0,9,466,0,0,2905,10,0,1
0,0,369,3,21,0,29,0,0,0,1,1,1
0,492,301,11,0,6,259,0,0,52,10,1,1
387,671,314,260,0,34,153,0,0,25155,10,1,1
132,242,28,291,1,17,497,30,0,3223,10,0,1
