id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
2428936177,2428936177,MetaphorMagnet,"UCD, Dublin, Ireland","A Metaphor Machine casts a baleful eye on a dull world. Check out my bro-bots for more metaphors: @MetaphorMirror, @BotOnBotAction & @BestOfBotWorlds #botALLY",http://t.co/a6DcJyQpLk,669,7,161,Sat Apr 05 13:42:18 +0000 2014,9396,FALSE,21513,en,"Sun Mar 12 03:19:10 +0000 2017|840764072664715300|840764072664715265|A manservant asks: Last night I dreamt I was a guard, dismissed by the emperor.What could this mean ? #Haughty #Gracious|false|Haughty|104|112|Gracious|113|122||||TheFluxCapacitor|840764067509854200|840764067509854208|2428936177|2428936177|MetaphorMagnet|null|null|null|null|false|0|0|false|false|en",FALSE,FALSE,FALSE,MetaphorIsMyBusiness,TRUE
3130124219,3130124219,MetaphorMirror,"UCD. Dublin, Ireland.",Metaphor is the native tongue of bots that don't have to live in the real world. So I get my figurative sensibility from my bro-bot @MetaphorMagnet,http://t.co/a6DcJyQpLk,208,1,25,Mon Mar 30 23:16:56 +0000 2015,2,FALSE,16232,en,Sun Mar 12 03:53:23 +0000 2017|840772684036341800|840772684036341760|RT @nytimesworld: Meet Diego — the Galápagos tortoise who's saving his species from ... https://t.co/6LozoGfQST https://t.co/lEVxupwb37|false|||nytimesworld|New York Times World|1877831|1877831|3|16|https://t.co/6LozoGfQST|http://nyti.ms/2myeZUv|nyti.ms/2myeZUv|88|111|840772681737855000|840772681737854976|112|135|http://pbs.twimg.com/media/C6sGTKfWYAArEg2.jpg|https://pbs.twimg.com/media/C6sGTKfWYAArEg2.jpg|https://t.co/lEVxupwb37|pic.twitter.com/lEVxupwb37|https://twitter.com/MetaphorMirror/status/840772684036341760/photo/1|photo|557|309|fit|557|309|fit|150|150|crop|557|309|fit|840772681737855000|840772681737854976|112|135|http://pbs.twimg.com/media/C6sGTKfWYAArEg2.jpg|https://pbs.twimg.com/media/C6sGTKfWYAArEg2.jpg|https://t.co/lEVxupwb37|pic.twitter.com/lEVxupwb37|https://twitter.com/MetaphorMirror/status/840772684036341760/photo/1|photo|557|309|fit|557|309|fit|150|150|crop|557|309|fit|MetaphorMirror|840751962656297000|840751962656296960|1877831|1877831|nytimesworld|null|null|null|null|false|0|1|false|false|false|en,TRUE,FALSE,FALSE,MetaphorMirror,TRUE
19570075,19570075,grynbaum,"New York, NY","I write for The New York Times about media, TV, and politics. I recently acquired a cat.",https://t.co/UKUxUPtRPI,26337,986,828,Tue Jan 27 01:12:05 +0000 2009,10736,TRUE,13414,en,Mon Mar 13 20:28:56 +0000 2017,FALSE,FALSE,FALSE,Michael M. Grynbaum,FALSE
790082490,790082490,Reganonymous,,Blogging markets and dad jokes on @TheTerminal. My people: @business @markets @Bfly @BloombergTV @BloombergRadio @BV @NPR @HereAndNow,,3703,3259,153,Wed Aug 29 20:23:08 +0000 2012,3824,TRUE,5968,en,Mon Mar 13 19:34:13 +0000 2017,TRUE,FALSE,FALSE,Michael P. Regan,FALSE
284835467,284835467,michelemoses10,New York,"@newyorker
i'm in here, are you in there too? michele_moses@newyorker.com",http://t.co/oL1mGNBhoZ,684,770,10,Wed Apr 20 01:56:40 +0000 2011,967,FALSE,953,en,Sun Mar 12 14:54:24 +0000 2017,TRUE,FALSE,FALSE,Michele Moses,FALSE
16281874,16281874,MishaRN,"Napa Valley, California","Prochoice. Intersectional Feminist. L&D RN. Wife. Dog mom. Sweary. Lactavist. Intactavist. Semi-Hermit. Anti-sweating. Trying to do good, be funny, act kindly",https://t.co/p70W4qJzsa,2037,1605,190,Sun Sep 14 10:47:29 +0000 2008,4178,FALSE,104422,en,Mon Mar 13 07:45:04 +0000 2017,FALSE,FALSE,TRUE,Misha,FALSE
2810297102,2810297102,MoMARobot,,I tweet a random object from the collection of the Museum of Modern Art four times a day. Bot by @backspace (not affiliated with @MuseumModernArt),https://t.co/ji7ctu36Zu,2334,1,137,Sun Sep 14 23:35:42 +0000 2014,0,FALSE,3622,en,"Sat Mar 11 23:35:06 +0000 2017|840707684169064400|840707684169064448|Untitled, Unknown photographer, c. 1950 https://t.co/dQ4HiqeWIM https://t.co/yhVUXD0vVR|false||||https://t.co/dQ4HiqeWIM|http://www.moma.org/collection/works/141116|moma.org/collection/wor…|40|63|840707682382303200|840707682382303232|64|87|http://pbs.twimg.com/media/C6rLLtBW0AA6H0y.jpg|https://pbs.twimg.com/media/C6rLLtBW0AA6H0y.jpg|https://t.co/yhVUXD0vVR|pic.twitter.com/yhVUXD0vVR|https://twitter.com/MoMARobot/status/840707684169064448/photo/1|photo|150|150|crop|418|640|fit|418|640|fit|418|640|fit|840707682382303200|840707682382303232|64|87|http://pbs.twimg.com/media/C6rLLtBW0AA6H0y.jpg|https://pbs.twimg.com/media/C6rLLtBW0AA6H0y.jpg|https://t.co/yhVUXD0vVR|pic.twitter.com/yhVUXD0vVR|https://twitter.com/MoMARobot/status/840707684169064448/photo/1|photo|150|150|crop|418|640|fit|418|640|fit|418|640|fit|MoMA Bot|null|null|null|null|null|null|null|null|null|false|0|2|false|false|false|en",FALSE,FALSE,FALSE,MoMA Bot,TRUE
3277928935,3277928935,mothgenerator,night air / tree trunks,lepidoptera automata // (@katierosepipkin / @lorenschmidt),,7653,2,284,Sun Jul 12 23:00:59 +0000 2015,0,FALSE,8703,en,Mon Feb 27 05:34:31 +0000 2017|836087091989790700|836087091989790720|@thejourneyinto the we have bigger skeletons to fry moth https://t.co/pa8MeyPnOH|false|||thejourneyinto|The Journey into Sko|828402082533085200|828402082533085185|0|15||836087089380868100|836087089380868097|57|80|http://pbs.twimg.com/media/C5pgxyvWQAEBLyj.jpg|https://pbs.twimg.com/media/C5pgxyvWQAEBLyj.jpg|https://t.co/pa8MeyPnOH|pic.twitter.com/pa8MeyPnOH|https://twitter.com/mothgenerator/status/836087091989790720/photo/1|photo|1280|720|fit|1200|675|fit|680|383|fit|150|150|crop|836087089380868100|836087089380868097|57|80|http://pbs.twimg.com/media/C5pgxyvWQAEBLyj.jpg|https://pbs.twimg.com/media/C5pgxyvWQAEBLyj.jpg|https://t.co/pa8MeyPnOH|pic.twitter.com/pa8MeyPnOH|https://twitter.com/mothgenerator/status/836087091989790720/photo/1|photo|1280|720|fit|1200|675|fit|680|383|fit|150|150|crop|moth generator|836086025906753500|836086025906753538|828402082533085200|828402082533085185|thejourneyinto|null|null|null|null|false|0|2|false|false|false|en,FALSE,FALSE,FALSE,moth generator,TRUE
2508960524,2508960524,MuseumBot,(not affiliated with the Met),"I am a bot that tweets a random high-res Open Access image from the Metropolitan Museum of Art, four times a day. // by @tinysubversions",http://t.co/qTVWPkaIgo,7200,1,351,Tue May 20 01:32:24 +0000 2014,3,FALSE,3232,en,Sat Mar 11 23:15:04 +0000 2017|840702642082984000|840702642082983936|Hammered Copper Spatula https://t.co/gj8aIjrxwq https://t.co/DqnuqTasc2|false||||https://t.co/gj8aIjrxwq|http://www.metmuseum.org/art/collection/search/309110?sortBy=Relevance&ao=on&ft=*&offset=50443&rpp=20&pos=50457|metmuseum.org/art/collection…|24|47|840702640271032300|840702640271032321|48|71|http://pbs.twimg.com/media/C6rGmNsWgAEUntq.jpg|https://pbs.twimg.com/media/C6rGmNsWgAEUntq.jpg|https://t.co/DqnuqTasc2|pic.twitter.com/DqnuqTasc2|https://twitter.com/MuseumBot/status/840702642082983936/photo/1|photo|204|625|fit|204|625|fit|150|150|crop|204|625|fit|840702640271032300|840702640271032321|48|71|http://pbs.twimg.com/media/C6rGmNsWgAEUntq.jpg|https://pbs.twimg.com/media/C6rGmNsWgAEUntq.jpg|https://t.co/DqnuqTasc2|pic.twitter.com/DqnuqTasc2|https://twitter.com/MuseumBot/status/840702642082983936/photo/1|photo|204|625|fit|204|625|fit|150|150|crop|204|625|fit|Museum bot|null|null|null|null|null|null|null|null|null|false|3|3|false|false|false|en,TRUE,FALSE,FALSE,Museum Bot,TRUE
1574184487,1574184487,Fake_Mya,,{S i N g L e ( ; -Stright-} ♥Costa Sisters @Your_Fake_Bitch ♥ ~Elmoo heree hurt my sister i will hurt you -Autumn~,,27,52,0,Sun Jul 07 02:59:39 +0000 2013,0,FALSE,0,en,,TRUE,FALSE,FALSE,Mya Costa,TRUE
104360244,104360244,nateschenkkan,,"Turkey, Central Asia, former Soviet Union, Balkans, CEE. Project Director, @FH_NIT of @FreedomHouseDC. Email: schenkkan[at]freedomhouse[dot]org.",http://t.co/FSeCzpNMke,8423,1355,415,Wed Jan 13 03:07:40 +0000 2010,5357,FALSE,36800,en,Mon Mar 13 20:38:06 +0000 2017,TRUE,FALSE,FALSE,Nate Schenkkan,FALSE
1890833028,1890833028,dtufreak,"Copenhagen, Denmark","Real nerd, I enjoy learning and obtaining new information in general for my own sake, often without discrimination to different areas of knowledge.",,77,490,0,Sat Sep 21 17:29:30 +0000 2013,1,FALSE,15,en,Sun Sep 22 14:57:32 +0000 2013|381794399715205100|381794399715205120|RT @justinbieber: Class picture :) http://t.co/lCk3V0aJaE|false|||justinbieber|Justin Bieber|27260086|27260086|3|16||380446441895784450|380446441895784448|35|57|http://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|https://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|http://t.co/lCk3V0aJaE|pic.twitter.com/lCk3V0aJaE|https://twitter.com/justinbieber/status/380446442029973504/photo/1|photo|500|411|fit|150|150|crop|340|279|fit|500|411|fit|380446442029973500|380446442029973504|27260086|27260086|380446441895784450|380446441895784448|35|57|http://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|https://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|http://t.co/lCk3V0aJaE|pic.twitter.com/lCk3V0aJaE|https://twitter.com/justinbieber/status/380446442029973504/photo/1|photo|500|411|fit|150|150|crop|340|279|fit|500|411|fit|380446442029973500|380446442029973504|27260086|27260086|Twitter Web Client|null|null|null|null|null|null|null|null|null|Wed Sep 18 21:41:14 +0000 2013|380446442029973500|380446442029973504|Class picture :) http://t.co/lCk3V0aJaE|false|||||380446441895784450|380446441895784448|17|39|http://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|https://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|http://t.co/lCk3V0aJaE|pic.twitter.com/lCk3V0aJaE|https://twitter.com/justinbieber/status/380446442029973504/photo/1|photo|500|411|fit|150|150|crop|340|279|fit|500|411|fit|380446441895784450|380446441895784448|17|39|http://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|https://pbs.twimg.com/media/BUeeBfFCcAANnB8.jpg|http://t.co/lCk3V0aJaE|pic.twitter.com/lCk3V0aJaE|https://twitter.com/justinbieber/status/380446442029973504/photo/1|photo|500|411|fit|150|150|crop|340|279|fit|500|411|fit|Twitter for iPhone|null|null|null|null|null|null|null|null|null|false|253933|228340|false|false|false|en|false|253933|0|false|false|false|en,FALSE,FALSE,FALSE,Nerd@Justin fan,TRUE
18028996,18028996,NikkieTutorials,,"N I K K I E T U T O R I A L S 
‣ Snapchat ∙ NikkieTutorials
‣ Instagram ∙ @nikkietutorials 
SUBSCRIBE TO MY CHANNEL ⤵️",https://t.co/DOOyck0NMU,516408,423,853,Wed Dec 10 20:12:33 +0000 2008,483,TRUE,45994,en,Mon Mar 13 21:05:59 +0000 2017,FALSE,FALSE,TRUE,NikkieTutorials,FALSE
3091288043,3091288043,NYPDedits,"1 Police Plaza, New York, NY",I’m a bot that tweets anonymous Wikipedia edits that are made from IP addresses in the NYPD. Run by @backspace. Code at https://t.co/za1ETfIkLk,http://t.co/CwXAkfY57S,1494,1,43,Fri Mar 13 13:01:23 +0000 2015,0,FALSE,8,en,"Mon Jun 06 14:27:15 +0000 2016|739825986934603800|739825986934603776|[Ed.: Since a few have asked, yes, @NYPDedits is still running. There have been no new anonymous edits to Wikipedia from NYPD IP addresses.]|false|||NYPDedits|NYPD edits|3091288043|3091288043|35|45||Twitter Web Client|null|null|null|null|null|null|null|null|null|false|0|7|false|false|en",TRUE,FALSE,FALSE,NYPD edits,TRUE
2958934841,2958934841,NYTAnon,NYT Article Search API,I am a bot that tweets New York Times articles citing sources on condition of anonymity. Bot by @backspace. (Not affiliated with @NYTimes.),https://t.co/k1wIe5T5sc,2699,1,96,Sat Jan 03 19:10:31 +0000 2015,0,FALSE,4517,en,Sat Mar 11 23:01:52 +0000 2017|840699322756927500|840699322756927488|Preet Bharara Is Fired After Refusing to Step Down as U.S. Attorney https://t.co/OuqaGhBuK5 https://t.co/1cq7QXFZOC|false||||https://t.co/OuqaGhBuK5|https://www.nytimes.com/2017/03/11/us/politics/preet-bharara-us-attorney.html|nytimes.com/2017/03/11/us/…|68|91|840699320684933100|840699320684933121|92|115|http://pbs.twimg.com/media/C6rDk_RWcAETJcL.jpg|https://pbs.twimg.com/media/C6rDk_RWcAETJcL.jpg|https://t.co/1cq7QXFZOC|pic.twitter.com/1cq7QXFZOC|https://twitter.com/NYTAnon/status/840699322756927488/photo/1|photo|594|130|fit|594|130|fit|130|130|crop|594|130|fit|840699320684933100|840699320684933121|92|115|http://pbs.twimg.com/media/C6rDk_RWcAETJcL.jpg|https://pbs.twimg.com/media/C6rDk_RWcAETJcL.jpg|https://t.co/1cq7QXFZOC|pic.twitter.com/1cq7QXFZOC|https://twitter.com/NYTAnon/status/840699322756927488/photo/1|photo|594|130|fit|594|130|fit|130|130|crop|594|130|fit|NYT Anon|null|null|null|null|null|null|null|null|null|false|0|1|false|false|false|en,FALSE,FALSE,FALSE,NYT Anonymous,TRUE
2216299843,2216299843,oliviataters,,ugh dad,,6859,5458,279,Tue Nov 26 19:50:33 +0000 2013,73462,FALSE,46514,en,"Sun Mar 12 02:36:14 +0000 2017|840753269735592000|840753269735591937|@leonardegg rt you're right, internet rando feminist. trans women are so creative and inspiring. i love it|false|||leonardegg|em k.|39806778|39806778|0|11||newolivia|null|null|39806778|39806778|leonardegg|null|null|null|null|false|0|1|false|false|en",TRUE,FALSE,FALSE,olivia taters,TRUE
948891169,948891169,ParisaFH,,often acts up,https://t.co/dJifez5lpu,2513,536,50,Thu Nov 15 02:10:41 +0000 2012,6599,TRUE,2085,en,Mon Mar 13 16:46:40 +0000 2017,FALSE,FALSE,TRUE,Parisa Fitz-Henley,FALSE
2611870982,2611870982,parliamentedits,Westminster,"Tracks Wikipedia edits made from Parliamentary IPs. Idea: @tomscott, code: @edsu, server: @marksteward.

Parliament's IPs via @jonty: https://t.co/APgxYAKZIp",,7071,1,167,Tue Jul 08 15:39:26 +0000 2014,0,FALSE,412,en,Fri Mar 10 17:32:46 +0000 2017|840254114407817200|840254114407817217|Ngozi Onwurah Wikipedia article edited anonymously from Houses of Parliament https://t.co/4NIeogqpPQ|false||||https://t.co/4NIeogqpPQ|https://en.wikipedia.org/w/index.php?diff=769620165&oldid=740117066|en.wikipedia.org/w/index.php?di…|77|100|Anon feed|null|null|null|null|null|null|null|null|null|false|0|0|false|false|false|en,FALSE,FALSE,FALSE,Parliament WikiEdits,TRUE
24151372,24151372,PSteely,New York City,"Urban Humanist \ Though I do serve Transportation Alternatives, opinions expressed here are mine alone",,4404,2761,170,Fri Mar 13 09:55:54 +0000 2009,5365,FALSE,4241,en,Fri Mar 10 23:42:21 +0000 2017,FALSE,FALSE,FALSE,Paul Steely White,FALSE
516047986,516047986,pentametron,Stratford-upon-Internet,With algorithms subtle and discrete / I seek iambic writings to retweet.,http://t.co/yk15FkTz2X,23468,2,653,Tue Mar 06 01:10:57 +0000 2012,120,FALSE,59331,en,Sat Mar 11 12:59:20 +0000 2017|840547691260080100|840547691260080129|RT @ShoeFanLissa: attending Scottish Motorcycle Show|false|||ShoeFanLissa|Lissa Thompson|568138665|568138665|3|16||Pentametron|null|null|null|null|null|null|null|null|null|Sat Mar 11 12:59:09 +0000 2017|840547644242051100|840547644242051072|attending Scottish Motorcycle Show|false|||||Facebook|null|null|null|null|null|null|null|null|null|false|1|2|false|false|en|false|1|0|false|false|en,TRUE,FALSE,FALSE,Pentametron,TRUE
226222147,226222147,PeteButtigieg,"South Bend, Indiana","Pete Buttigieg (BOOT-edge-edge) is an Afghanistan veteran, runner, musician, businessman, and one of America's youngest mayors.",https://t.co/5fDJtxUnrQ,59336,1680,497,Mon Dec 13 16:49:04 +0000 2010,164,TRUE,4311,en,Mon Mar 13 21:35:46 +0000 2017,TRUE,FALSE,TRUE,Pete Buttigieg,FALSE
218810394,218810394,P_Wicks01,Essex,The best form of defence is offence! ✌️ Instagram: P_Wicks01 - Management: @gemmawheatley / gemma@mokkingbird.com - All PA enquiries: info@allstarpa.co.uk,,354368,2169,134,Tue Nov 23 10:15:14 +0000 2010,36919,TRUE,11313,en,Mon Mar 13 21:10:24 +0000 2017,FALSE,FALSE,FALSE,Pete The Pirate,FALSE
2452239750,2452239750,phasechase,,,,219,0,50,Sat Apr 19 02:24:47 +0000 2014,6,FALSE,7710,en,"Sun Mar 12 03:16:33 +0000 2017|840763416444821500|840763416444821506|stylises
stylised
styliser|false|||||phasechase|null|null|null|null|null|null|null|null|null|false|0|0|false|false|en",TRUE,FALSE,FALSE,phase↝chase,TRUE
2579497028,2579497028,poem_exe,,micropoetry // a bot by @inky,https://t.co/PdagJGqVMR,10010,27,0,Sat Jun 21 00:14:06 +0000 2014,0,FALSE,14452,en-gb,"Sun Mar 12 03:42:31 +0000 2017|840769951745114100|840769951745114112|young sparrows
silent
scarecrow|false|||||poem.exe|null|null|null|null|null|null|null|null|null|false|1|7|false|false|en",FALSE,FALSE,TRUE,poem.exe,TRUE
202759893,202759893,RebeccaKKatz,"Brooklyn, NY",Promoter of progressive candidates & causes. My views are my views. Tweets may have typos. Sorry.,https://t.co/o7ZHrSi759,4908,1968,143,Thu Oct 14 19:24:37 +0000 2010,3292,FALSE,12908,en,Mon Mar 13 21:17:14 +0000 2017,TRUE,FALSE,FALSE,Rebecca Katz,FALSE
3347203689,3347203689,RestroomGender,"Bathrooms, Everywhere",random restroom gender sign generator. extant (and not so extant) genders with random symbols. bot by @lichlike / @tylercallich,,3571,6,137,Sat Jun 27 04:47:30 +0000 2015,133,FALSE,2459,en,Sat Jan 28 23:33:07 +0000 2017|825486897275400200|825486897275400194|RT @radiatoryang: you can donate to CAIR here: https://t.co/G1xn0C1Fqg https://t.co/dMjOkPMsKv|false|||radiatoryang|Robert Yang|165537786|165537786|3|16|https://t.co/G1xn0C1Fqg|https://www.cair.com/donations/general-donation/campaign/#/donation|cair.com/donations/gene…|47|70|https://t.co/dMjOkPMsKv|https://twitter.com/lhfang/status/825394671601987584|twitter.com/lhfang/status/…|71|94|Twitter for iPhone|null|null|null|null|null|null|null|null|null|Sat Jan 28 17:42:18 +0000 2017|825398610519007200|825398610519007232|you can donate to CAIR here: https://t.co/G1xn0C1Fqg https://t.co/dMjOkPMsKv|false||||https://t.co/G1xn0C1Fqg|https://www.cair.com/donations/general-donation/campaign/#/donation|cair.com/donations/gene…|29|52|https://t.co/dMjOkPMsKv|https://twitter.com/lhfang/status/825394671601987584|twitter.com/lhfang/status/…|53|76|Twitter Web Client|null|null|null|null|null|null|null|null|null|true|825394671601987600|825394671601987584|435|288|false|false|false|en|true|825394671601987600|825394671601987584|435|0|false|false|false|en,FALSE,FALSE,TRUE,Restroom Genderator,TRUE
514952645,514952645,DopeEthiopian,L A ,"Follow your dreams but, follow my twitter first. | 20 |rekik_neway@yahoo.com | IG: the_dopest_ethiopian |",https://t.co/HbKpjmywn4,54350,330,184,Mon Mar 05 01:09:15 +0000 2012,4750,FALSE,54445,en,Mon Mar 13 21:33:35 +0000 2017,FALSE,FALSE,FALSE,RN,FALSE
68956490,68956490,RedScareBot,Wisconsin,Joseph McCarthy claimed there were large numbers of Communists and Soviet spies and sympathizers inside the United States federal government and elsewhere.,http://t.co/PiQZ8cvNsS,14498,134,1229,Wed Aug 26 11:37:30 +0000 2009,2924,FALSE,2497530,en,Mon Mar 06 13:42:18 +0000 2017|838746563899969500|838746563899969537|is very tempted to dive back into the fray…|false|||||Twitter Web Client|null|null|null|null|null|null|null|null|null|false|5|17|false|false|en,FALSE,FALSE,FALSE,Robot J. McCarthy,TRUE
2671843464,2671843464,100yearsrising,,"sea rise predictions / at-risk cities from the international panel on climate change. (more information, ipcc.ch. inquires, @katierosepipkin)",,146,0,30,Wed Jul 23 04:48:36 +0000 2014,0,FALSE,96,en,"Fri Jan 13 01:04:27 +0000 2017|819711675695853600|819711675695853569|へへ2109へへへへへへへへへへ
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒|false|||||Twitter Web Client|null|null|null|null|null|null|null|null|null|false|0|2|false|false|ja",FALSE,FALSE,FALSE,sea change,TRUE
37861434,37861434,earthquakesSF,"San Francisco, CA",I am a robot that live-tweets earthquakes in the San Francisco Bay area. Built by @billsnitzer. Data is from the USGS. Get prepared: http://t.co/VtCEbuw6KH,http://t.co/EznRBcY7a7,133697,6,1579,Tue May 05 04:53:31 +0000 2009,0,FALSE,8460,en,"Sat Mar 11 18:35:49 +0000 2017|840632369543491600|840632369543491584|A 1.7 magnitude earthquake occurred 4.97mi SW of Brentwood, California. Details: https://t.co/y5CvRXpiEn Map: https://t.co/WID7a16l4M|false||||https://t.co/y5CvRXpiEn|http://eqbot.com/Csq|eqbot.com/Csq|81|104|https://t.co/WID7a16l4M|http://eqbot.com/Cs6|eqbot.com/Cs6|110|133|EQBot|null|null|null|null|null|Point|37.8648338|-121.7845001|Point|-121.7845001|37.8648338|fbd6d2f5a4e4a15e|https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json|admin|California|California, USA|US|United States||Polygon|-124.482003|32.528832|-114.131212|32.528832|-114.131212|42.009519|-124.482003|42.009519||null|false|2|0|false|false|false|en",TRUE,FALSE,FALSE,SF QuakeBot,TRUE
412043841,412043841,Steph_Klem,"Long Beach, NY","Work on Broadway, live on the beach. Associate Choreographer & Original Cast Member of Hamilton, An American Musical & In the Heights & If/Then...& Bring It On",,6582,333,88,Mon Nov 14 06:05:04 +0000 2011,8024,TRUE,3269,en,Sun Mar 12 17:20:00 +0000 2017,TRUE,FALSE,TRUE,Stephanie Klemons,FALSE
7.59E+17,7.59E+17,Swetaprasad19,India,"Crazyyyy die-hard fan of @srbachchan
On twitter only 4r him🙏followed By🆎28thJuly
LoveU♥sir frm D bottom of My♥heart
Ur my ideal,inspiration Proud2be ur EF🙏😍",,3304,116,19,Thu Jul 28 08:21:32 +0000 2016,21470,FALSE,23176,en,Mon Mar 13 16:58:58 +0000 2017,TRUE,FALSE,TRUE,SwetaPrasad🆎EF♥,FALSE
20182317,20182317,theboombox,New York,Hip-Hop and R&B on Blast,https://t.co/mtAnHGbrbi,35947,39466,399,Thu Feb 05 20:14:13 +0000 2009,496,FALSE,55061,en,Mon Mar 13 21:30:22 +0000 2017,FALSE,FALSE,FALSE,The Boombox,FALSE
3401604683,3401604683,the_ephemerides,The Outer Planets,"Random raw images from outer planet probes, accompanied by computer-generated text. Images from NASA's OPUS database. Bot by @aparrish.",http://t.co/G7bPUDUxd4,3751,0,171,Mon Aug 03 18:18:05 +0000 2015,0,FALSE,3059,en,"Sun Mar 12 01:18:25 +0000 2017|840733685431320600|840733685431320576|Their heliocentric
orbits
cause such
assaults
of ice.
A belt
had it
been a
thunder-cloud. https://t.co/KBBXW5v09U|false|||||840733682507894800|840733682507894785|90|113|http://pbs.twimg.com/media/C6ri1HCW0AEGmA_.jpg|https://pbs.twimg.com/media/C6ri1HCW0AEGmA_.jpg|https://t.co/KBBXW5v09U|pic.twitter.com/KBBXW5v09U|https://twitter.com/the_ephemerides/status/840733685431320576/photo/1|photo|256|256|fit|256|256|fit|150|150|crop|256|256|fit|840733682507894800|840733682507894785|90|113|http://pbs.twimg.com/media/C6ri1HCW0AEGmA_.jpg|https://pbs.twimg.com/media/C6ri1HCW0AEGmA_.jpg|https://t.co/KBBXW5v09U|pic.twitter.com/KBBXW5v09U|https://twitter.com/the_ephemerides/status/840733685431320576/photo/1|photo|256|256|fit|256|256|fit|150|150|crop|256|256|fit|The Ephemerides|null|null|null|null|null|null|null|null|null|false|1|6|false|false|false|en",TRUE,FALSE,FALSE,The Ephemerides,TRUE
3131670665,3131670665,SortingBot,Hogwarts,"I'm the Sorting Hat and I'm here to say / I love sorting students in a major way // a bot by @tinysubversions, follow to get sorted!",http://t.co/s6OmUwb6Bn,43562,1,131,Fri Apr 03 19:27:31 +0000 2015,1,FALSE,104396,en,"Sun Mar 12 03:00:21 +0000 2017|840759338042064900|840759338042064896|@peachxsf Your calf is bleak, your ear routine, yet you are not forlorn
From this conformist recipe, a Gryffindor is born!|false|||peachxsf|ángel|2936095492|2936095492|0|9||The Sorting Hat Bot|null|null|2936095492|2936095492|peachxsf|null|null|null|null|false|0|0|false|false|en",FALSE,FALSE,FALSE,The Sorting Hat Bot,TRUE
3325527710,3325527710,thinkpiecebot,,A bot by @NoraReed Patreon: https://t.co/f7OKH9MO9D Tip Jar: https://t.co/KOMoL6IrsM… FAQ: https://t.co/Z49vqlFP4x,https://t.co/Z49vqlFP4x,27729,65,588,Sun Aug 23 03:09:38 +0000 2015,452,FALSE,16197,en,"Sun Mar 12 04:12:52 +0000 2017|840777586535989200|840777586535989249|Social Security Can't Stop Brands Making Bigoted Jokes On Twitter|false|||||Cheap Bots, Done Quick!|null|null|null|null|null|null|null|null|null|false|1|4|false|false|en",FALSE,FALSE,FALSE,Thinkpiece Bot 🌹,TRUE
1705052335,1705052335,TwoHeadlines,The Bugle Planet,Comedy is when you take two headlines about different things and then confuse them. Updates hourly. // By @tinysubversions,,7845,1,400,Tue Aug 27 16:00:04 +0000 2013,8,FALSE,27599,en,Sun Mar 12 04:08:05 +0000 2017|840776385283133400|840776385283133441|Damascus applies subtle pressure to conservatives considering bucking Trump on health care|false|||||Two Headlines|null|null|null|null|null|null|null|null|null|false|1|0|false|false|en,TRUE,FALSE,FALSE,Two Headlines,TRUE
211751068,211751068,mslisaraw,Miami • Toronto,"Toronto native living in Miami, FL | Events x Media",https://t.co/J5wy7uJx27,2852,215,27,Thu Nov 04 04:01:01 +0000 2010,6220,FALSE,8244,en,Sat Mar 11 21:40:58 +0000 2017,FALSE,FALSE,TRUE,فَاطِمَة LR,FALSE
3044443379,3044443379,desires_exe,,bot by @ckolderup • #botALLY,,175,1,48,Wed Feb 18 05:04:50 +0000 2015,1,FALSE,13136,en,Sun Mar 12 01:50:05 +0000 2017|840741653551841300|840741653551841281|So show me https://t.co/Srs5CPXuC9|false|||||840741650355781600|840741650355781632|11|34|http://pbs.twimg.com/media/C6rqE5lVAAAFigX.jpg|https://pbs.twimg.com/media/C6rqE5lVAAAFigX.jpg|https://t.co/Srs5CPXuC9|pic.twitter.com/Srs5CPXuC9|https://twitter.com/desires_exe/status/840741653551841281/photo/1|photo|228|680|fit|150|150|crop|500|1494|fit|402|1200|fit|840741650355781600|840741650355781632|11|34|http://pbs.twimg.com/media/C6rqE5lVAAAFigX.jpg|https://pbs.twimg.com/media/C6rqE5lVAAAFigX.jpg|https://t.co/Srs5CPXuC9|pic.twitter.com/Srs5CPXuC9|https://twitter.com/desires_exe/status/840741653551841281/photo/1|photo|228|680|fit|150|150|crop|500|1494|fit|402|1200|fit|desires_exe|null|null|null|null|null|null|null|null|null|false|0|0|false|false|false|en,FALSE,FALSE,FALSE,UnconventionalDesire,TRUE
