screen_name,location,followers_count,friends_count,listed_count,favorites_count,verified,statuses_count,status,name
jasonhall8675,"Los Angeles, CA",1753,851,34,1136,FALSE,1072,"{'place': None, 'retweeted_status': {'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'quoted_status_id_str': '847837277644619776', 'geo': None, 'coordinates': None, 'quoted_status_id': 847837277644619776, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': True, 'in_reply_to_screen_name': None, 'id_str': '847848175528427521', 'text': 'Go @GotYourSix we love u and all you do! @Justice4Vets  @_ALLRISE_ https://t.co/WQPGvYDzmS', 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/WQPGvYDzmS', 'expanded_url': 'https://twitter.com/FPWellman/status/847837277644619776', 'indices': [67, 90], 'display_url': 'twitter.com/FPWellman/statâ€¦'}], 'hashtags': [], 'user_mentions': [{'id_str': '442283784', 'name': 'Got Your 6', 'screen_name': 'GotYourSix', 'id': 442283784, 'indices': [3, 14]}, {'id_str': '322043132', 'name': 'Justice For Vets', 'screen_name': 'Justice4Vets', 'id': 322043132, 'indices': [41, 54]}, {'id_str': '36763673', 'name': 'NADCP', 'screen_name': '_ALLRISE_', 'id': 36763673, 'indices': [56, 66]}]}, 'favorite_count': 8, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'possibly_sensitive': False, 'created_at': 'Fri Mar 31 16:28:51 +0000 2017', 'in_reply_to_status_id': None, 'id': 847848175528427521, 'lang': 'en', 'retweet_count': 4}, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'quoted_status_id_str': '847837277644619776', 'geo': None, 'coordinates': None, 'quoted_status_id': 847837277644619776, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': True, 'in_reply_to_screen_name': None, 'id_str': '849868832130834432', 'text': 'RT @maffyfitz: Go @GotYourSix we love u and all you do! @Justice4Vets  @_ALLRISE_ https://t.co/WQPGvYDzmS', 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/WQPGvYDzmS', 'expanded_url': 'https://twitter.com/FPWellman/status/847837277644619776', 'indices': [82, 105], 'display_url': 'twitter.com/FPWellman/statâ€¦'}], 'hashtags': [], 'user_mentions': [{'id_str': '359601344', 'name': 'Melissa Fitzgerald', 'screen_name': 'maffyfitz', 'id': 359601344, 'indices': [3, 13]}, {'id_str': '442283784', 'name': 'Got Your 6', 'screen_name': 'GotYourSix', 'id': 442283784, 'indices': [18, 29]}, {'id_str': '322043132', 'name': 'Justice For Vets', 'screen_name': 'Justice4Vets', 'id': 322043132, 'indices': [56, 69]}, {'id_str': '36763673', 'name': 'NADCP', 'screen_name': '_ALLRISE_', 'id': 36763673, 'indices': [71, 81]}]}, 'favorite_count': 0, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'possibly_sensitive': False, 'created_at': 'Thu Apr 06 06:18:14 +0000 2017', 'in_reply_to_status_id': None, 'id': 849868832130834432, 'lang': 'en', 'retweet_count': 4}",jason hall
jennyhagel,"Brooklyn, NY",6646,444,96,2376,FALSE,350,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '849701942741938176', 'text': ""All new Jokes Seth Can't Tell! Check it out if you like jokes!\n\nhttps://t.co/HrxsmodpRg"", 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/HrxsmodpRg', 'expanded_url': 'https://www.youtube.com/watch?v=FhXR-1MEGlQ', 'indices': [64, 87], 'display_url': 'youtube.com/watch?v=FhXR-1â€¦'}], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 39, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'possibly_sensitive': False, 'created_at': 'Wed Apr 05 19:15:04 +0000 2017', 'id': 849701942741938176, 'lang': 'en', 'retweet_count': 6}",Jenny Hagel
jimmyfallon,"New York, New York",45425099,7532,68238,None,TRUE,9722,"{u'lang': u'en', u'retweeted_status': {u'lang': u'en', u'text': u'.@KateUpton joined @jimmyfallon for a deliciously epic Dance Battle that included this move: https://t.co/5FQLvmcWYu https://t.co/JYTdg5YxvF', u'created_at': u'Sat Apr 08 16:11:00 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'KateUpton', u'name': u'Kate Upton', u'id': 205915163}, {u'screen_name': u'jimmyfallon', u'name': u'jimmy fallon', u'id': 15485441}], u'source': u'<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', u'id_str': u'850742785753796608', u'urls': [{u'url': u'https://t.co/5FQLvmcWYu', u'expanded_url': u'http://aplus.com/s/072a9642987'}], u'media': [{u'expanded_url': u'https://twitter.com/MrJoelLyons/status/850742785753796608/photo/1', u'display_url': u'pic.twitter.com/JYTdg5YxvF', u'url': u'https://t.co/JYTdg5YxvF', u'media_url_https': u'https://pbs.twimg.com/tweet_video_thumb/C80G-3VUAAA4Dqj.jpg', u'video_info': {u'aspect_ratio': [16, 9], u'variants': [{u'url': u'https://video.twimg.com/tweet_video/C80G-3VUAAA4Dqj.mp4', u'bitrate': 0, u'content_type': u'video/mp4'}]}, u'sizes': {u'small': {u'h': 191, u'resize': u'fit', u'w': 340}, u'large': {u'h': 270, u'resize': u'fit', u'w': 480}, u'medium': {u'h': 270, u'resize': u'fit', u'w': 480}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'animated_gif', u'id': 850343581717889024, u'media_url': u'http://pbs.twimg.com/tweet_video_thumb/C80G-3VUAAA4Dqj.jpg'}], u'retweet_count': 86, u'id': 850742785753796608, u'favorite_count': 590}, u'text': u'RT @MrJoelLyons: .@KateUpton joined @jimmyfallon for a deliciously epic Dance Battle that included this move: https://t.co/5FQLvmcWYu https\u2026', u'created_at': u'Sat Apr 08 22:04:41 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'MrJoelLyons', u'name': u'Joel Lyons', u'id': 14619458}, {u'screen_name': u'KateUpton', u'name': u'Kate Upton', u'id': 205915163}, {u'screen_name': u'jimmyfallon', u'name': u'jimmy fallon', u'id': 15485441}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'850831790541598721', u'urls': [{u'url': u'https://t.co/5FQLvmcWYu', u'expanded_url': u'http://aplus.com/s/072a9642987'}], u'retweet_count': 86, u'id': 850831790541598721}",jimmy fallon
Jinbe42_bot,æ·±æµ·,320,264,10,None,None,25659,"{u'lang': u'ja', u'text': u'@kondon_bot \u304a\u3084\u3059\u307f\u3001\u4f50\u3005\u6728\uff01\uff01', u'created_at': u'Sun Apr 09 21:54:05 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'kondon_bot', u'name': u'\u4f50\u3005\u6728', u'id': 773026263325810688}], u'source': u'<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', u'in_reply_to_status_id': 851191387693252609, u'in_reply_to_screen_name': u'kondon_bot', u'id_str': u'851191513002385408', u'urls': [], u'id': 851191513002385408, u'in_reply_to_user_id': 773026263325810688}",æµ·å³¡ã®ã‚¸ãƒ³ãƒ™ã‚¨
jlfeder,,5452,611,281,2002,TRUE,14941,"{'created_at': 'Tue Apr 11 20:18:41 +0000 2017', 'id': 851892280428515330, 'id_str': '851892280428515330', 'text': 'RT @o_tilli_a: I was JUST about to quit the internet, but @Tanya_Chen has saved the day\n\nhttps://t.co/exmH7oksgY https://t.co/3snr79GA4C', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'o_tilli_a', 'name': 'Otillia', 'id': 352376426, 'id_str': '352376426', 'indices': [3, 13]}, {'screen_name': 'Tanya_Chen', 'name': 'Tanya Chen', 'id': 67076445, 'id_str': '67076445', 'indices': [58, 69]}], 'urls': [{'url': 'https://t.co/exmH7oksgY', 'expanded_url': 'https://www.buzzfeed.com/tanyachen/hello-from-the-undersiiiide?utm_term=.hsYQl742a#.sp3EjZz4d', 'display_url': 'buzzfeed.com/tanyachen/hell‰Û_', 'indices': [89, 112]}], 'media': [{'id': 851891988727312385, 'id_str': '851891988727312385', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'url': 'https://t.co/3snr79GA4C', 'display_url': 'pic.twitter.com/3snr79GA4C', 'expanded_url': 'https://twitter.com/o_tilli_a/status/851892237738921986/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 880, 'h': 880, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 880, 'h': 880, 'resize': 'fit'}}, 'source_status_id': 851892237738921986, 'source_status_id_str': '851892237738921986', 'source_user_id': 352376426, 'source_user_id_str': '352376426'}]}, 'extended_entities': {'media': [{'id': 851891988727312385, 'id_str': '851891988727312385', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'url': 'https://t.co/3snr79GA4C', 'display_url': 'pic.twitter.com/3snr79GA4C', 'expanded_url': 'https://twitter.com/o_tilli_a/status/851892237738921986/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 880, 'h': 880, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 880, 'h': 880, 'resize': 'fit'}}, 'source_status_id': 851892237738921986, 'source_status_id_str': '851892237738921986', 'source_user_id': 352376426, 'source_user_id_str': '352376426'}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Tue Apr 11 20:18:31 +0000 2017', 'id': 851892237738921986, 'id_str': '851892237738921986', 'text': 'I was JUST about to quit the internet, but @Tanya_Chen has saved the day\n\nhttps://t.co/exmH7oksgY https://t.co/3snr79GA4C', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Tanya_Chen', 'name': 'Tanya Chen', 'id': 67076445, 'id_str': '67076445', 'indices': [43, 54]}], 'urls': [{'url': 'https://t.co/exmH7oksgY', 'expanded_url': 'https://www.buzzfeed.com/tanyachen/hello-from-the-undersiiiide?utm_term=.hsYQl742a#.sp3EjZz4d', 'display_url': 'buzzfeed.com/tanyachen/hell‰Û_', 'indices': [74, 97]}], 'media': [{'id': 851891988727312385, 'id_str': '851891988727312385', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'url': 'https://t.co/3snr79GA4C', 'display_url': 'pic.twitter.com/3snr79GA4C', 'expanded_url': 'https://twitter.com/o_tilli_a/status/851892237738921986/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 880, 'h': 880, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 880, 'h': 880, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 851891988727312385, 'id_str': '851891988727312385', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9KHQA8XsAEjepv.jpg', 'url': 'https://t.co/3snr79GA4C', 'display_url': 'pic.twitter.com/3snr79GA4C', 'expanded_url': 'https://twitter.com/o_tilli_a/status/851892237738921986/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 880, 'h': 880, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 880, 'h': 880, 'resize': 'fit'}}}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",J. Lester Feder
JLo,"Bronx, NY",40758049,1733,53678,None,TRUE,10801,"{u'lang': u'en', u'text': u'Harlee is...#ShadesOfBlue https://t.co/7i9ucevzyh', u'created_at': u'Sun Apr 09 21:25:21 +0000 2017', u'hashtags': [{u'text': u'ShadesOfBlue'}], u'user_mentions': [], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'851184282798182400', u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/JLo/status/851184282798182400/photo/1', u'display_url': u'pic.twitter.com/7i9ucevzyh', u'url': u'https://t.co/7i9ucevzyh', u'media_url_https': u'https://pbs.twimg.com/media/C9ADkveVoAA-wBg.jpg', u'sizes': {u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'large': {u'h': 1000, u'resize': u'fit', u'w': 1000}, u'medium': {u'h': 1000, u'resize': u'fit', u'w': 1000}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'photo', u'id': 851184259326910464, u'media_url': u'http://pbs.twimg.com/media/C9ADkveVoAA-wBg.jpg'}], u'retweet_count': 123, u'id': 851184282798182400, u'favorite_count': 565}",Jennifer Lopez
jnelsoncomedy,San Diego,3053,614,42,19137,FALSE,7691,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '850884404742193152', 'text': 'One of the greatest parts of being in a relationship is never getting to dress yourself again. #relationshipgoals', 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [{'text': 'relationshipgoals', 'indices': [95, 113]}], 'user_mentions': []}, 'favorite_count': 0, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'created_at': 'Sun Apr 09 01:33:45 +0000 2017', 'id': 850884404742193152, 'lang': 'en', 'retweet_count': 0}",Josh Nelson
joe_ghinn_ITBot,,5,3,0,0,FALSE,901,"{'favorite_count': 0, 'id': 639229547565699072, 'text': 'your memes are you ever feel', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': None, 'retweeted': False, 'source': '<a href=""https://www.twitter.com/ITBot_Central"" rel=""nofollow"">ITBot_Central by C7C</a>', 'contributors': None, 'id_str': '639229547565699072', 'in_reply_to_user_id': None, 'favorited': False, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': None, 'lang': 'en', 'geo': None, 'created_at': 'Thu Sep 03 00:12:55 +0000 2015', 'in_reply_to_status_id': None, 'retweet_count': 0, 'in_reply_to_user_id_str': None}",joe_ITBot
JohnCampanelli1,"Los Angeles, CA",1952,186,43,5884,FALSE,9929,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '851432341092405248', 'text': ""Thanks for all that you do, couldn't do it without you (the sun).  #sunrise https://t.co/KWJUEUtf7E"", 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/KWJUEUtf7E', 'expanded_url': 'https://www.instagram.com/p/BStQdjBFytj/', 'indices': [76, 99], 'display_url': 'instagram.com/p/BStQdjBFytj/'}], 'hashtags': [{'text': 'sunrise', 'indices': [67, 75]}], 'user_mentions': []}, 'favorite_count': 0, 'source': '<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', 'possibly_sensitive': False, 'created_at': 'Mon Apr 10 13:51:03 +0000 2017', 'id': 851432341092405248, 'lang': 'en', 'retweet_count': 0}",John Campanelli
jordancpease,"Los Angeles, CA",7986,1423,24,1972,FALSE,3275,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '850412256831524864', 'text': ""Steve Bannon: Worth millions, no exfoliator. I'm about to book him for some microdermabrasion out of my own pocket."", 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 1, 'source': '<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>', 'created_at': 'Fri Apr 07 18:17:36 +0000 2017', 'id': 850412256831524864, 'lang': 'en', 'retweet_count': 0}",Jordan Pease
jsvine,"New York, NY",6218,1321,422,4943,TRUE,6141,"{'created_at': 'Mon Jan 09 15:37:06 +0000 2017', 'id': 818481734148911104, 'id_str': '818481734148911104', 'text': 'Taking a break from Twitter. To get in touch, email me at jsvine@gmail.com (personal) or jeremy.singer-vine@buzzfeed.com (work). Thanks!', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 10, 'favorited': False, 'retweeted': False, 'lang': 'en'}",Jeremy Singer-Vine
jtimberlake,"Memphis, TN",58682143,236,76016,None,TRUE,3595,"{u'lang': u'en', u'truncated': True, u'text': u'Happy Birthday to my brother &amp; one of my favorite collaborators EVER, @Pharrell. Enjoy your day, P!!!\u2026 https://t.co/tQVEd3ZuZT', u'created_at': u'Thu Apr 06 00:16:15 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'Pharrell', u'name': u'Pharrell Williams', u'id': 338084918}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'849777740031041536', u'urls': [{u'url': u'https://t.co/tQVEd3ZuZT', u'expanded_url': u'https://twitter.com/i/web/status/849777740031041536'}], u'retweet_count': 1345, u'id': 849777740031041536, u'favorite_count': 10549}",Justin Timberlake
JulesDrmnn,http://goo.gl/7wFHtN,4716,837,137,4730,TRUE,10457,"{'created_at': 'Tue Apr 11 20:05:45 +0000 2017', 'id': 851889022712639488, 'id_str': '851889022712639488', 'text': '@RhesusNegatif lol ok', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RhesusNegatif', 'name': 'Tumblraider', 'id': 833441077, 'id_str': '833441077', 'indices': [0, 14]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>', 'in_reply_to_status_id': 851880602982895616, 'in_reply_to_status_id_str': '851880602982895616', 'in_reply_to_user_id': 833441077, 'in_reply_to_user_id_str': '833441077', 'in_reply_to_screen_name': 'RhesusNegatif', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'ht'}",‡«_ules ‡«Éarmanin _ÙÔÒ
juliareinstein,NYC,4243,945,109,10914,TRUE,14938,"{'created_at': 'Tue Apr 11 20:16:55 +0000 2017', 'id': 851891833986838528, 'id_str': '851891833986838528', 'text': 'passover is off to some kind of start https://t.co/bsP6qWdy2T', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 851891757788934144, 'id_str': '851891757788934144', 'indices': [38, 61], 'media_url': 'http://pbs.twimg.com/media/C9KHCkoXsAASKjw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9KHCkoXsAASKjw.jpg', 'url': 'https://t.co/bsP6qWdy2T', 'display_url': 'pic.twitter.com/bsP6qWdy2T', 'expanded_url': 'https://twitter.com/juliareinstein/status/851891833986838528/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 481, 'h': 261, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 481, 'h': 261, 'resize': 'fit'}, 'large': {'w': 481, 'h': 261, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 851891757788934144, 'id_str': '851891757788934144', 'indices': [38, 61], 'media_url': 'http://pbs.twimg.com/media/C9KHCkoXsAASKjw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9KHCkoXsAASKjw.jpg', 'url': 'https://t.co/bsP6qWdy2T', 'display_url': 'pic.twitter.com/bsP6qWdy2T', 'expanded_url': 'https://twitter.com/juliareinstein/status/851891833986838528/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 481, 'h': 261, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 481, 'h': 261, 'resize': 'fit'}, 'large': {'w': 481, 'h': 261, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 33, 'favorite_count': 61, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",Julia Reinstein
